   name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,last_update,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo,acc,acm,acu,add,ass,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,mpd,opc,sae,shb,shc,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,cm,fpsy,hs,nrt,peer,stu,tcc,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,vo,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n13,n18,n23,n24,n40 
Wesley Spectrum Services,,221 Penn Avenue,,Pittsburgh,PA,15221,,Allegheny,412-342-2300,,,,http://www.wesleyspectrum.org,40.4461735,-79.8922502,SA,2017-03-24 14:13:17,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,,,,,,1,,,1,1,,,1,,,1,,,1,,,,1,,,,,1,1,1,,1,1,,,,,1,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,1,1,1,1,1,1,,,1,1,,1,,1,1,1,1,,,,1,1,1,,,1,,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Discovery House,PA,1391 Washington Boulevard,,Pittsburgh,PA,15206,,Allegheny,412-661-9222 x375,,412-661-9222,,http://www.discoveryhouse.com,40.4699598,-79.908994,SA,2018-05-09 12:40:11.504,1,,1,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,,,,,,,,,,,,,,,,,1,,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,1,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,1,1,,1,1,,,,,,1,1,1,1,1,,1,1,,,1,1,1,,,,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
POWER House,,7445 Church Street,,Pittsburgh,PA,15218,,Allegheny,412-271-0500,,412-243-8755 x311,,http://www.power-recovery.com,40.4227739,-79.8889104,SA,2017-03-21 13:47:13,1,,,,,,,,,,1,1,,1,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,1,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,1,,,,1,,,,1,1,1,1,1,,1,1,,,,1,1,,1,,,1,,,1,,,1,,1,,1,1,1,1,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Western Psychiatric Institute/Clinic,Narcotic Addiction Treatment Prog,6714 Kelly Street,,Pittsburgh,PA,15208,,Allegheny,412-864-5300,,,412-624-1000,http://,40.457816,-79.9079445,SA,2018-03-30 15:15:39.308,1,,1,,,1,,,1,1,1,1,1,,,,,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,1,1,,,,,1,,,,,,,,1,,1,,1,,,,,,1,1,1,,1,1,,1,,,1,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,1,,,,1,1,,,,1,1,,1,1,1,1,,,,,1,,1,,1,1,,1,1,1,,1,1,1,,1,,1,,,,1,,1,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Addiction Treatment and,Intervention Services,335 Shaw Avenue,,McKeesport,PA,15132,,Allegheny,412-675-8516,,412-675-6276,,http://www.mycs.org,40.3497522,-79.8631772,SA,2018-02-01 14:27:13.979,1,,,,,,,,1,,1,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,1,1,1,1,,,,1,1,,,1,,1,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,1,,1,,1,1,,,,1,1,1,1,,,,1,1,1,,,1,1,1,,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adaptive Behavioral Services Inc,,204 North Highland Avenue,Floor 2,Pittsburgh,PA,15206,3026,Allegheny,412-661-7790,,,,http://www.absjamz.com,40.4626421,-79.9240003,SA,2018-05-22 12:09:33.428,1,,,,,1,1,,1,1,,1,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,1,,,,,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,1,1,,1,,,,,,,,,,,,1,1,1,1,,,1,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,1,1,1,1,,1,,,,,,,,1,1,1,1,,,1,1,1,1,,1,,,,,1,,,1,,,1,,1,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Familylinks,,250 Shady Avenue,,Pittsburgh,PA,15206,,Allegheny,412-924-0148,,412-924-0172,,http://www.familylinks.org,40.4580828,-79.9226214,SA,2018-07-03 10:32:27.949,1,,,,,1,1,,1,1,,,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,,,,1,1,,,1,1,1,1,1,1,,1,,,1,,,,1,1,1,,,,1,1,1,1,1,,1,,,1,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,,1,1,1,1,1,,,,1,,,,,,1,,1,1,,,,1,1,,,1,,1,1,,1,,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alpha House Inc,,435 Shady Avenue,,Pittsburgh,PA,15206,,Allegheny,412-363-4220,,,,http://www.alphahouseinc.org,40.454848,-79.921784,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,,1,,,,,,1,1,,,,1,,,,1,1,1,1,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,1,,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,
George Junior Republic,,233 George Junior Road,,Grove City,PA,16127,,Mercer,724-458-9330 x2142,,724-458-9330 x2101,,http://www.georgejuniorrepublic.org,41.1717557,-80.1106329,SA,2018-02-01 14:27:13.095,1,,,,,,,,1,,1,1,,,,,,,,,,1,1,1,1,1,1,,,,1,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,,,1,,,1,,,,1,,,1,,,,,1,,1,,,,,1,,,,,,,,,,,,1,1,1,,1,,1,1,1,1,,1,,1,1,1,,1,,,,,1,,,,,,1,1,1,1,1,,,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Sojourner House,,5460 Penn Avenue,,Pittsburgh,PA,15206,,Allegheny,412-441-7783 x11,Intakes,412-441-7783 x10,412-441-7783 x14,http://www.sojournerhousepa.org,40.4641819,-79.9333922,SA,2017-03-21 13:47:32,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,1,,,1,1,,1,1,1,1,1,,,,,,,,,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,1,,,,,,1,,,,,,1,,1,1,1,,,,,1,,,1,,,,,1,,,1,,1,1,,1,,,1,,1,,1,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Rehab,Squirrel Hill,5818 Forbes Avenue,,Pittsburgh,PA,15217,,Allegheny,412-697-0928,,,,http://www.gatewayrehab.org,40.437784,-79.9221655,SA,2017-02-01 17:30:00,1,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,1,,1,,,1,,,1,,,,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Treatment Center,Squirrel Hill,1928 1/2 Murray Avenue,,Pittsburgh,PA,15217,,Allegheny,412-421-4311,Intakes,800-637-4678,800-637-4673,http://www.greenbriar.net,40.435114,-79.923066,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,1,,,,,1,,,1,,1,1,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Resources for Human Development,CORE,1800 West Street ,3rd Floor,Homestead,PA,15120,,Allegheny,412-368-8996,,,,http://,40.3998823,-79.9057369,SA,2018-01-18 14:42:50.695,1,,,,,,,,1,,1,1,,,,,,,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,1,,,,,,,1,1,1,,,1,1,,,,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,,,,,1,1,,,,1,,1,1,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Persad Center Inc,,5301 Butler Street,Suite 100,Pittsburgh,PA,15201,2656,Allegheny,412-441-9786 x212,Intakes,412-441-9786 x200,888-873-7723 x200,http://www.persadcenter.org,40.4829035,-79.9533259,SA,2018-06-20 09:49:33.928,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,1,,1,,,,,,,1,1,,,,,1,,,,,1,1,,1,,,,,,,,1,1,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,,,1,,,,1,1,,1,,1,1,,1,1,,1,,1,1,1,1,,,,1,1,,,1,1,,1,,1,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Program for Offenders,West Homestead Center (Female),225 West 7th Avenue,,Homestead,PA,15120,,Allegheny,412-535-4345,,,,http://,40.4047833,-79.9154319,SA,2018-07-03 14:19:33.361,1,,,,,,,,1,,1,1,,1,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,1,1,1,1,,,,1,,,,,,,1,1,,,,1,,,1,1,,,1,1,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,,,,,1,,,1,,1,,,1,1,1,,1,,1,1,1,,1,,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,1,1,1,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
VA Pittsburgh Healthcare System,Center for Trt of Addictive Disorders,University Drive,Building 29,Pittsburgh,PA,15240,,Allegheny,412-360-6611,,412-360-6092,,http://www.pittsburgh.va.gov/services/substance_abuse_treatment_team_and_opioid_renewal,40.4451056,-79.9588709,SA,2018-02-01 16:35:21.638,1,1,1,1,,1,1,,1,1,1,1,1,,,1,,,,,1,1,1,1,1,,,1,,,1,1,1,,,1,1,,1,1,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,,,1,,1,,,,,,,1,,,1,1,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,,1,,,1,1,1,1,,,,,1,1,,1,,1,,1,1,1,1,1,,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Summit Medical Services,,3121 Smallman Street,,Pittsburgh,PA,15201,,Allegheny,412-255-8717,,,,http://pinnacletreatment.com/,40.4610509,-79.9718564,SA,2018-05-15 13:09:37.21,1,,1,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,1,,1,1,,1,,,,,,1,,1,1,,1,1,,,1,1,1,,1,,1,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Progressive Medical Specialists Inc,,2900 Smallman Street,,Pittsburgh,PA,15201,,Allegheny,412-391-6384,,,,http://Progressivemat.com,40.4583688,-79.9745535,SA,2018-03-09 14:12:59.953,1,,1,,,,,,,,,,1,,,,,,,1,1,1,,1,1,,,1,,,,1,,,,,1,,,,,,1,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,,,,,,,1,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,1,,,1,,,,,,,,,1,1,,,,,1,,1,,,,,,1,,1,1,,1,,1,1,1,1,1,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Cove Forge Behavioral Health System,Pittsburgh,2500 Jane Street,2nd Floor,Pittsburgh,PA,15203,,Allegheny,412-431-3363,,,,http://www.whitedeerrun.com,40.425896,-79.9704143,SA,2018-04-05 11:50:50.368,1,,,,,,,,1,,,1,,,,,,,,,,1,1,1,,,,1,,,,1,,,,,,1,1,1,,,1,,,,,,,,,,1,,1,,,1,,,,,1,1,,,1,,,,1,,,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,1,,1,1,1,,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,,,,,,,,1,1,1,,1,,1,,1,,1,,,,1,1,1,1,,,1,1,,1,1,,1,,1,,1,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Polaris Renewal Services Inc,,3591 Pittsburgh Road,,Perryopolis,PA,15473,,Fayette,724-736-8390,,,,http://www.polarisrenewalservices.com,40.09698,-79.763748,SA,2017-10-06 10:19:42.663,1,,1,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,1,,,,,1,,,,,1,1,,1,,,,,,,,,,,1,,,,,,,,1,1,,,1,,1,,,,,,,,,,1,1,1,1,,1,,1,1,,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,1,,,1,1,,,,,,1,1,,,,,1,1,,1,1,1,1,,1,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Erie Inc,,2012 Centre Avenue,,Pittsburgh,PA,15219,,Allegheny,412-224-2962,,,,http://,40.4437189,-79.9797875,SA,2018-05-03 12:00:30.106,1,,,,,,,,,,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,1,1,,1,,,1,,1,,,,,1,1,1,1,,1,1,,1,1,1,1,1,1,1,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,,,,1,,,1,,1,,,,1,1,,1,1,1,1,1,,,,1,,1,1,,,1,1,1,1,,1,1,1,1,,1,,1,,1,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gaudenzia Pittsburgh,House of the Crossroads,2012 Centre Avenue,,Pittsburgh,PA,15219,,Allegheny,412-224-2962,,,,http://www.gaudenzia.org/,40.4437189,-79.9797875,SA,2018-03-09 12:54:54.938,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,,,1,,1,,1,,,,,1,1,,,,1,1,,,1,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,1,1,1,1,1,,,1,1,,1,1,1,1,,,,,1,,,,,1,,1,1,1,1,,1,1,1,1,1,,1,,1,1,1,1,,,1,1,1,1,,1,1,,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCV Alternatives Program,,70 South 22nd Street,,Pittsburgh,PA,15203,,Allegheny,412-381-2100,,412-351-0222 x2,,http://www.tcvmhmr.org,40.4290109,-79.9747633,SA,2018-05-07 15:38:55.797,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,,1,,,1,,,1,,,,,,,,,1,,,,1,1,,1,,,1,,,,,,,,,1,1,1,1,1,1,,1,1,,1,1,,,1,1,1,1,,,1,,1,,,,,,,,1,,1,,,,,,,,1,,,1,1,1,,,,1,1,1,,1,,,1,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Jade Wellness Center,,101 North Meadows Drive,Suite 234,Wexford,PA,15090,,Allegheny,412-380-0100,,,,http://,40.6118104,-80.0557529,SA,2017-08-23 12:03:25.789,1,1,,,,1,1,1,1,1,1,1,,,,,,,,,,1,1,1,1,1,,1,,,,1,,,,1,1,,1,1,,,,,,,,,,,,,1,,,,,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,1,,,1,1,1,1,1,1,,1,,1,,1,,1,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,1,,,,,,1,,,1,1,,1,,1,1,1,1,1,,1,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,
Gateway Rehab,North Hills,105 Bradford Road,Suite 100,Wexford,PA,15090,6920,Allegheny,724-776-4844,,,,http://www.gatewayrehab.org,40.6429954,-80.0685532,SA,2018-06-05 12:03:53.822,1,,,,,,,,1,1,1,1,,,,1,,,,,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,,,1,,,,,,1,1,,1,1,1,,1,,,1,,,,,,,,,,,1,,1,1,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,1,1,1,1,1,,,,,1,1,,,,1,,,1,1,1,,,,,,,,,,,,1,1,,,1,,1,,,1,,,1,,,,1,1,1,,1,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Treatment Center,Wexford,6200 Brooktree Road,Suite 210,Wexford,PA,15090,,Allegheny,724-934-8435,,800-637-4673,,http://www.greenbriar.net,40.614086,-80.0616661,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,1,,,,1,,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pyramid Healthcare Inc,,1401 Forbes Avenue,Suite 200,Pittsburgh,PA,15219,,Allegheny,412-481-1922,,888-694-9996,,http://www.pyramidhealthcarepa.com/,40.4379729,-79.9859702,SA,2018-05-22 11:53:37.06,1,,,,,,,,1,1,,1,,,,,,,,,,1,1,1,1,,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,,1,,,1,,,,,1,1,,1,1,,,1,,,1,,,,1,,,,,1,,,,1,1,,,,,,,,,,,,,,1,1,,,,1,1,1,,,,1,,,1,1,1,1,,,,,1,,,,,,,,1,1,,,,,1,,,,1,,1,1,,1,,,,1,1,,,1,,,1,,,,,1,,,1,,1,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
UPMC/Mercy Hospital,Acute Medical Detox,1400 Locust Street,,Pittsburgh,PA,15219,,Allegheny,412-232-4080,,,,http://www.upmc.com,40.4362085,-79.9856207,SA,2018-03-09 12:55:12.094,,1,,,,1,,1,1,1,1,1,,,,,,,,,,1,,1,1,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,1,1,1,1,1,,,,,,,1,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,1,1,1,1,,1,1,,1,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,1,,,1,1,1,,,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh Mercy,Mercy Behavioral Health,330 South 9th Street,,Pittsburgh,PA,15203,,Allegheny,412-488-4040,,877-637-2924,,http://www.mercybehavioral.org,40.4302728,-79.9903998,SA,2017-02-01 17:30:00,1,,,,,1,1,,1,1,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,,1,1,,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,1,1,1,1,,,1,1,1,,,,1,,1,,,1,1,,,1,1,,1,,1,,1,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,,,,1,1,,1,,,,1,1,,1,1,1,,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Discovery House,,301 Smith Drive,Suite 3,Cranberry Township,PA,16066,,Butler,724-779-2010 x659,,724-779-2010,,http://www.discoveryhouse.com,40.697607,-80.101525,SA,2018-05-03 12:14:14.684,1,,1,,,,,,,,,,1,,,,,,,1,1,1,1,1,1,1,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,1,,,,,,,,,,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,1,,1,,,1,,,,,1,,,1,1,1,,1,1,1,1,1,1,1,,,,1,1,,1,,,1,1,,,1,1,1,,1,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
Pittsburgh Mercy,Mercy Behavioral Health,412 East Commons Street,,Pittsburgh,PA,15212,,Allegheny,412-323-4500,,877-637-2924,,http://www.pmhs.org,40.4512388,-80.0023314,SA,2018-05-22 12:11:12.029,1,,,,,1,,,1,1,1,1,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,1,1,1,1,,,,,,,,,,,,,1,1,1,,,,,,,,1,1,1,1,1,,,1,,,1,1,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,1,,,,1,1,,1,,1,1,1,1,1,,1,,1,1,,1,,,1,1,1,,,1,1,1,1,,1,1,1,1,1,,1,,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Stepping Stones Unit at,Meadville Medical Center,1034 Grove Street,,Meadville,PA,16335,,Crawford,814-333-5810,,,,http://www.mmchs.org,41.63305,-80.145146,SA,2017-02-01 17:30:00,1,1,,,,,,1,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,,1,,1,,,,,,,,1,1,1,,1,,,,,,,,,1,,1,1,,,,,,,1,1,1,1,1,1,,1,,,1,,,,1,,,,,,1,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,1,,,1,1,1,1,,,1,,1,1,,,,1,,,1,1,1,,,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,1,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Familylinks,Family Treatment Center,843 Climax Street,,Pittsburgh,PA,15210,,Allegheny,412-924-0590,,412-924-0300,,http://www.familylinks.org,40.420004,-79.993261,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,1,,1,1,1,,,1,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,1,1,1,,1,1,1,1,1,,,1,1,,1,1,1,,,,,,,,,,,1,1,1,1,1,1,,1,1,1,1,1,,,,1,,1,1,,,1,1,1,1,,1,1,1,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Salvation Army,Harbor Light Center,865 West North Avenue,,Pittsburgh,PA,15233,,Allegheny,412-231-0500,,,,http://www.wpa.salvationarmy.org,40.4533901,-80.0167243,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,1,1,,1,,,,,,1,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,1,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,,1,1,,1,1,,,1,,,1,1,,1,,,,,1,,,,,1,,,1,1,1,,,,,1,1,,1,,,,,1,,,1,1,1,,,,1,1,1,,1,1,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Crawford County Drug and Alcohol,Executive Commission Inc,920 Water Street,Downtown Mall,Meadville,PA,16335,,Crawford,814-724-4100,,,,http://www.ccdaec.org,41.6389162,-80.1565559,SA,2017-02-01 17:30:00,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,,,1,,1,,,,,,,,1,1,,1,1,,,1,,1,1,,,,1,,,,,,,1,,1,1,,,,,,,,,,,,,,1,1,,,,1,,1,1,1,,1,,1,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,1,1,1,1,,,,1,1,,,1,1,1,1,,1,1,,1,,1,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Greenbriar Treatment Center,South Hills,101 Town Square Way,"Brentwood Towne Center, Suite 221",Pittsburgh,PA,15227,,Allegheny,412-885-7180,Intakes,412-788-6292,800-637-4673,http://www.greenbriar.net,40.3666274,-79.9828154,SA,2018-05-03 12:17:43.886,1,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,1,,1,,,,1,,,,,,1,1,1,,,,,,,,,,,,,1,,1,,1,,,,,,1,1,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,,1,1,,,1,,,1,1,1,1,,,,,1,,,,,1,,,1,1,1,,,,,,,,,,,,,1,,,1,,1,,,,,1,1,,,,1,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,
